item,counts,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Send_1~5,Send_6~9,Send_10,Send_11~16
농산물,3,4,6,8,4,0,0,0,5,7,4,0,6,1,4,0,0,9,8,0,11
욕실용품,3,5,0,1,3,0,0,0,8,6,7,0,7,3,4,0,0,14,12,7,7
농산물,3,4,7,1,3,0,0,0,4,9,9,0,7,9,3,0,0,9,13,5,19
기타식품,3,2,6,4,1,0,0,0,0,5,9,0,7,1,2,0,0,7,8,7,11
음료,6,2,6,3,2,0,0,0,0,2,1,0,2,1,3,0,0,9,15,0,11
농산물,3,4,3,1,1,1,0,0,0,2,9,0,8,2,4,0,0,9,12,1,4
농산물,5,4,1,2,2,0,0,0,1,2,6,0,3,8,2,0,0,7,14,5,14
문화컨텐츠,4,5,0,1,3,0,0,0,8,2,1,0,2,0,4,0,0,17,15,0,9
농산물,3,4,5,7,5,0,0,0,4,1,4,0,4,0,4,0,0,9,14,4,10
축산,6,2,6,1,4,0,0,0,0,0,7,0,1,4,1,0,0,7,13,7,15
기타식품,3,4,7,1,1,3,0,0,7,0,0,0,2,3,3,0,0,7,3,4,16
농산물,12,4,3,1,1,3,0,0,0,6,1,0,1,2,3,0,0,9,12,1,7
농산물,6,4,7,1,1,3,0,0,7,7,8,0,9,9,4,0,0,7,8,4,12
주방용품,4,5,0,1,3,0,0,0,8,2,0,0,6,5,4,0,0,16,9,4,8
문화컨텐츠,5,5,0,1,1,0,0,0,1,2,6,1,0,0,3,0,0,17,15,0,9
기저귀/물티슈,3,5,0,1,1,0,0,0,2,2,0,0,0,1,3,0,0,18,0,5,11
농산물,3,2,7,7,1,0,0,0,0,8,7,0,5,9,3,0,0,9,10,1,12
농산물,4,4,6,7,3,0,0,0,3,2,6,0,5,6,1,0,0,7,8,6,8
기저귀/물티슈,3,5,0,1,1,0,0,0,4,3,5,0,6,1,3,0,0,8,5,3,7
기타화장품/미용,4,5,0,1,1,0,0,0,3,8,4,0,0,1,1,0,0,16,1,5,13
음반,3,2,8,2,6,0,0,0,0,2,8,0,4,5,1,0,0,7,14,5,11
농산물,3,4,1,5,9,0,0,0,2,5,2,0,2,0,3,0,0,7,6,4,17
농산물,3,3,0,1,1,0,0,0,0,7,4,0,9,5,2,0,0,7,7,8,18
농산물,5,1,1,6,2,0,0,0,0,1,5,0,2,5,2,0,0,9,7,0,14
농산물,3,2,6,2,9,0,0,0,0,2,2,0,3,5,3,0,0,7,7,8,18
농산물,3,4,6,1,5,0,0,0,6,2,8,0,7,0,4,0,0,7,7,8,18
농산물,3,4,1,2,8,5,0,0,0,4,2,0,7,9,3,0,0,9,9,3,8
음료,3,5,0,1,1,0,0,0,0,8,8,1,0,0,2,0,0,10,10,9,3
농산물,3,4,2,2,1,0,0,0,0,2,6,0,2,0,4,0,0,9,10,0,11
농산물,3,4,1,1,3,5,0,0,0,0,9,0,2,2,3,0,0,7,7,7,20
농산물,4,4,4,2,1,0,0,0,3,2,0,0,2,4,4,0,0,9,8,0,11
농산물,3,4,1,5,9,0,0,0,3,2,4,0,0,1,4,0,0,7,7,8,18
농산물,3,1,1,7,4,0,0,0,0,2,4,0,3,5,1,0,0,7,4,7,4
기타식품,4,5,0,1,3,0,0,0,8,6,6,0,2,5,2,0,0,17,5,1,12
냉동/간편조리식품,3,5,0,1,3,0,0,0,7,7,7,0,8,5,2,0,0,7,0,5,12
농산물,6,4,1,2,8,5,0,0,0,3,5,0,8,4,1,0,0,7,11,1,7
농산물,3,2,8,1,1,0,0,0,0,9,5,0,0,3,2,0,0,7,7,8,18
농산물,7,4,1,3,6,0,0,0,3,2,6,0,5,3,3,0,0,9,10,5,5
기능성,4,5,0,1,1,0,0,0,3,7,3,0,4,5,3,0,0,10,3,1,4
농산물,4,2,7,1,1,0,0,0,0,0,4,0,0,5,2,0,0,9,10,3,7
농산물,3,1,1,5,3,0,0,0,0,0,3,0,0,5,3,0,0,7,7,8,18
가공식품,3,1,1,3,5,0,0,0,0,1,2,0,7,0,3,0,0,7,8,4,10
농산물,4,1,1,5,0,0,0,0,0,1,3,0,8,8,2,0,0,9,7,0,14
농산물,10,4,1,1,5,0,0,0,0,3,4,0,9,7,4,0,0,7,11,4,17
농산물,3,4,4,8,1,0,0,0,3,1,9,0,0,9,2,0,0,9,10,3,7
농산물,9,1,1,1,4,0,0,0,0,0,2,0,1,7,2,0,0,9,8,3,6
언더웨어,10,5,0,1,3,0,0,0,8,2,2,0,9,5,4,0,0,16,0,2,20
농산물,5,3,0,1,4,0,0,0,0,1,6,0,9,8,2,0,0,9,13,5,12
건강식품,3,5,0,1,1,0,0,0,3,7,3,0,5,3,4,0,0,10,1,7,7
문화컨텐츠,3,5,0,1,1,0,0,0,1,6,8,0,7,3,3,0,0,17,15,0,9
농산물,3,4,6,1,3,0,0,0,3,3,7,0,7,6,1,0,0,7,7,8,18
농산물,3,4,1,5,9,0,0,0,4,2,7,0,6,4,2,0,0,9,15,5,7
가공식품,10,5,0,1,3,0,0,0,3,1,4,0,0,6,3,0,0,19,9,2,10
농산물,3,1,1,2,1,5,0,0,0,1,9,0,0,7,2,0,0,7,8,3,16
하의,4,5,0,1,1,0,0,0,2,1,6,0,8,4,1,0,0,17,10,6,20
농산물,7,4,4,1,3,3,0,0,1,8,5,0,7,3,4,0,0,9,7,0,14
농산물,15,4,4,1,3,1,0,0,2,8,7,0,2,7,4,0,0,9,14,1,5
농산물,3,4,1,4,6,1,0,0,1,5,7,0,4,7,4,0,0,9,7,0,14
농산물,3,4,8,1,2,5,0,0,0,0,6,0,9,2,1,0,0,7,7,8,18
농산물,3,1,1,5,6,0,0,0,0,2,1,0,8,8,2,0,0,9,10,1,12
농산물,3,4,2,7,7,0,0,1,0,5,7,0,6,1,1,0,0,9,10,1,12
수산,3,1,1,1,1,0,0,0,0,2,1,0,9,8,4,0,0,7,7,8,11
농산물,3,2,7,1,1,0,0,0,0,0,4,0,6,9,2,0,0,7,7,8,18
농산물,3,4,1,4,6,5,0,0,0,3,3,0,5,8,2,0,0,9,10,1,12
생활용품,3,5,0,1,1,0,0,0,3,1,5,0,6,2,2,0,0,19,6,9,16
농산물,3,1,1,6,8,0,0,0,0,1,3,0,8,3,4,0,0,9,7,0,14
농산물,4,3,0,2,0,0,0,0,1,1,0,0,2,6,3,0,0,9,14,8,6
농산물,3,4,7,1,9,0,0,0,5,7,8,0,3,8,4,0,0,7,7,8,18
농산물,3,2,6,1,1,0,0,0,0,0,1,0,0,5,3,0,0,7,4,7,4
농산물,3,4,5,1,4,0,0,0,1,3,0,0,1,7,4,0,0,7,7,8,18
농산물,3,1,1,6,5,0,0,0,0,0,3,0,9,3,4,0,0,7,9,2,9
음료,3,4,8,3,3,0,0,0,3,4,0,0,7,0,4,0,0,7,10,3,10
농산물,5,2,6,3,2,0,0,0,0,2,6,0,4,3,2,0,0,7,12,8,16
수산,15,4,6,8,4,0,0,0,5,7,3,0,0,3,3,0,0,7,10,4,13
농산물,3,4,4,1,5,0,0,0,5,4,8,0,4,1,1,0,0,7,10,8,7
농산물,4,1,1,6,5,0,0,0,0,1,4,0,6,9,1,0,0,7,7,8,18
축산,8,3,0,1,1,0,0,0,0,5,3,0,5,3,4,0,0,7,13,7,15
농산물,3,1,1,6,8,0,0,0,0,1,6,0,3,5,2,0,0,9,10,0,10
가공식품,4,5,0,1,3,0,0,0,8,1,8,0,8,8,3,0,0,13,1,4,12
농산물,3,1,1,2,6,0,0,0,0,1,3,0,4,7,4,0,0,7,7,8,18
농산물,10,2,6,5,0,0,0,0,0,0,5,0,9,0,2,0,0,9,10,5,18
건강식품,5,5,0,1,1,0,0,0,1,7,3,0,1,8,3,0,0,16,2,4,14
농산물,3,2,7,2,0,0,0,0,0,0,8,0,9,7,2,0,0,9,8,4,12
음료,11,5,0,1,1,0,0,0,3,1,4,0,9,5,4,0,0,16,5,6,6
농산물,3,5,0,1,3,0,0,0,1,2,7,0,4,2,4,0,0,17,3,6,12
농산물,3,1,1,2,9,0,0,0,0,1,0,0,6,7,1,0,0,9,10,1,12
신발,6,5,0,1,1,0,0,0,2,6,6,0,4,7,3,0,0,15,9,0,12
농산물,5,1,1,6,8,0,0,0,0,2,1,0,2,0,1,0,0,9,14,8,12
수산,3,1,1,5,0,0,0,0,0,3,7,0,5,8,2,0,0,7,4,6,9
문화컨텐츠,4,5,0,1,1,0,0,0,3,7,3,0,5,2,2,0,0,17,15,0,9
농산물,3,1,1,1,1,0,0,0,0,2,4,0,3,2,1,0,0,9,0,9,11
농산물,4,4,1,1,1,7,0,0,0,0,9,0,5,2,2,0,0,7,8,2,11
농산물,3,4,2,2,1,0,0,0,0,1,5,0,2,8,2,0,0,7,4,7,4
가공식품,3,5,0,1,1,0,0,0,5,9,6,0,1,2,2,0,0,17,3,6,12
농산물,3,4,1,5,7,0,0,0,1,9,7,0,9,1,2,0,0,9,7,0,14
농산물,3,1,1,7,1,0,0,0,0,0,2,0,5,9,1,0,0,9,5,1,13
농산물,3,1,1,5,0,0,0,0,0,1,4,0,5,2,1,0,0,7,7,8,18
농산물,3,4,2,1,3,0,0,0,1,9,5,0,6,3,3,0,0,9,10,1,12
농산물,6,4,1,2,8,7,0,0,0,2,0,0,3,2,3,0,0,9,13,2,13
문화컨텐츠,4,5,0,1,1,0,0,0,4,2,9,0,4,3,1,0,0,17,15,0,9
수산,3,5,0,1,1,0,0,0,0,3,5,0,0,9,2,0,0,25,9,1,12
농산물,4,4,1,1,5,0,0,0,0,3,4,0,8,4,1,0,0,9,12,0,14
농산물,5,4,4,1,3,3,0,0,1,3,1,0,0,8,3,0,0,7,7,8,18
농산물,3,1,1,3,5,0,0,0,0,1,7,0,0,4,3,0,0,7,3,3,10
농산물,3,2,6,4,7,0,0,0,0,0,7,0,1,5,1,0,0,7,3,3,10
농산물,4,4,4,1,3,3,0,0,1,9,1,0,4,2,4,0,0,9,10,4,17
수산,7,1,1,3,8,0,0,0,0,0,7,0,4,7,2,0,0,7,10,4,13
생활용품,21,5,0,1,1,0,0,0,3,7,3,0,2,0,3,0,0,15,3,9,16
생활용품,5,5,0,1,1,0,0,0,3,1,4,0,9,6,3,0,0,12,1,6,17
농산물,3,4,5,1,1,1,0,0,0,0,1,0,4,6,4,0,0,7,7,8,18
농산물,4,1,1,6,8,0,0,0,0,2,6,0,2,7,1,0,0,7,7,8,18
기타패션의류,3,5,0,1,1,0,0,0,3,0,9,0,4,0,3,0,0,11,0,4,16
인테리어소품,3,5,0,1,1,0,0,0,3,1,6,0,9,8,1,0,0,20,13,2,10
농산물,4,4,8,3,1,0,0,0,3,0,9,0,2,9,2,0,0,9,8,9,17
농산물,5,2,8,2,4,5,0,0,0,1,5,0,8,4,2,0,0,9,9,9,16
농산물,10,4,1,5,9,0,0,0,4,0,9,0,7,1,4,0,0,9,9,4,18
농산물,3,4,1,4,6,3,0,0,0,1,8,0,3,2,3,0,0,7,7,8,18
농산물,3,4,1,1,7,3,0,0,0,1,7,0,2,3,2,0,0,7,3,3,10
농산물,3,5,0,1,1,0,0,0,3,0,8,0,8,2,2,0,0,12,2,3,18
농산물,3,4,1,2,8,1,0,0,1,2,5,0,1,7,1,0,0,7,7,8,18
농산물,3,1,1,6,8,0,0,0,0,1,2,0,1,4,2,0,0,7,12,4,9
생활용품,4,5,0,1,1,0,0,0,3,7,4,0,3,4,2,0,0,8,5,3,7
음반,3,4,4,2,3,0,0,0,3,3,7,0,3,6,4,0,0,7,14,5,11
가공식품,3,5,0,1,3,0,0,0,7,9,8,0,4,9,3,0,0,12,4,2,8
냉동/간편조리식품,5,5,0,1,1,0,0,1,0,4,0,0,3,2,1,0,0,16,5,4,14
음료,3,4,1,2,8,1,0,0,0,7,0,0,0,5,2,0,0,7,4,3,7
음료,3,5,0,1,1,0,0,0,1,7,2,0,1,4,1,0,0,16,11,3,10
음료,6,5,0,1,1,0,0,0,3,1,2,0,2,8,4,0,0,4,1,3,9
농산물,4,4,3,1,5,0,0,0,2,9,0,0,7,1,3,0,0,9,7,4,13
농산물,22,3,0,1,1,0,0,0,0,7,4,0,8,0,1,0,0,9,8,4,9
반려동물,3,5,0,1,1,0,0,0,3,2,0,0,2,1,3,0,0,7,0,4,16
농산물,3,4,8,3,3,0,0,0,4,3,3,0,0,6,4,0,0,7,7,3,8
농산물,3,1,1,6,5,0,0,0,0,0,6,0,5,3,3,0,0,9,7,0,14
농산물,3,3,0,2,0,0,0,0,0,6,4,0,9,2,2,0,0,7,7,8,18
기타식품,10,2,8,2,4,5,0,0,0,3,7,0,6,8,3,0,0,7,10,5,2
농산물,3,1,1,6,8,0,0,0,0,0,5,0,0,3,3,0,0,9,7,0,14
가공식품,3,5,0,1,1,0,0,0,4,1,7,0,2,0,3,0,0,19,6,9,16
농산물,6,4,1,2,2,0,0,0,0,6,5,0,6,5,1,0,0,9,8,4,9
농산물,3,2,6,3,8,0,0,0,0,3,9,0,4,3,1,0,0,7,7,8,18
농산물,4,2,7,7,1,0,0,0,3,3,4,0,0,5,1,0,0,7,10,3,6
기타패션의류,4,5,0,1,3,0,0,0,8,5,0,0,7,6,3,0,0,15,6,3,14
농산물,19,1,1,6,5,0,0,0,0,1,2,0,5,2,3,0,0,7,6,4,14
농산물,3,2,8,1,8,5,0,0,0,0,7,0,7,2,2,0,0,9,10,5,7
농산물,5,4,3,1,1,1,0,0,0,6,7,0,9,7,3,0,0,9,13,8,7
농산물,3,1,1,6,5,0,0,0,0,0,6,1,0,0,3,0,0,7,7,8,18
기타식품,4,4,1,4,6,1,0,0,3,0,2,0,7,7,2,0,0,7,8,3,14
농산물,3,4,1,1,1,7,0,0,0,2,6,0,8,8,1,0,0,7,6,4,17
DIY자재/용품,5,5,0,1,1,0,0,0,3,1,9,0,0,5,1,0,0,16,10,1,7
농산물,3,1,1,2,0,0,0,0,0,0,2,0,5,3,3,0,0,7,7,8,18
음료,3,1,1,4,1,0,0,0,0,1,3,1,0,0,4,0,0,9,13,4,11
주방용품,6,5,0,1,3,0,0,0,8,6,1,0,3,3,1,0,0,13,1,5,14
농산물,4,3,1,1,4,0,0,0,0,0,5,0,8,0,2,0,0,7,7,8,18
농산물,3,4,1,4,6,3,0,0,0,5,7,0,8,3,2,0,0,7,12,6,9
농산물,5,5,0,1,1,0,0,0,3,6,5,0,8,0,2,0,0,15,6,3,17
농산물,3,2,8,2,0,0,0,0,0,0,5,0,6,0,1,0,0,7,7,8,18
다이어트식품,3,5,0,1,1,0,0,0,3,7,3,0,4,4,1,0,0,14,6,0,18
위생/건강용품,4,5,0,1,1,0,0,0,2,6,5,0,0,5,4,0,0,16,4,6,2
농산물,20,2,9,1,4,0,0,0,0,2,4,0,3,9,4,0,0,7,8,6,6
농산물,5,4,3,1,1,3,0,0,0,2,5,0,1,5,1,0,0,9,4,7,14
농산물,9,3,1,7,1,0,0,0,4,8,4,0,6,1,4,0,0,9,10,2,18
농산물,3,4,1,2,7,3,0,0,0,3,6,0,7,3,1,0,0,7,9,0,10
농산물,4,4,1,2,9,0,0,0,0,2,4,0,3,2,1,0,0,7,4,4,10
농산물,3,4,1,3,1,0,0,0,0,1,4,0,0,3,3,0,0,7,4,8,7
농산물,3,4,1,8,2,0,0,0,6,2,8,0,6,7,4,0,0,9,10,1,12
원피스/점프슈트,4,5,0,1,1,0,0,0,2,7,0,0,1,6,1,0,0,16,0,1,7
농산물,3,4,8,1,7,0,0,0,5,2,5,0,2,2,3,0,0,7,9,2,7
문화컨텐츠,3,5,0,1,1,0,0,0,3,7,9,0,6,4,2,0,0,17,15,0,9
농산물,4,1,1,6,5,0,0,0,0,0,6,0,2,9,2,0,0,9,8,2,13
상의,3,5,0,1,3,0,0,0,5,1,8,0,9,8,1,0,0,13,2,7,17
농산물,3,4,3,1,1,3,0,0,0,5,1,0,8,1,2,0,0,9,10,5,7
농산물,3,4,3,7,4,5,0,0,0,4,9,0,8,1,4,0,0,9,13,5,19
농산물,4,4,1,1,9,9,0,0,0,1,2,0,5,1,4,0,0,7,7,8,18
농산물,3,4,3,7,5,0,0,0,2,3,3,0,3,4,1,0,0,7,7,8,18
농산물,3,4,1,2,2,0,0,0,2,0,0,0,7,3,4,0,0,7,14,5,14
농산물,4,2,7,2,9,0,0,0,0,3,3,0,5,9,4,0,0,7,7,8,18
농산물,4,4,7,1,1,3,0,0,7,4,8,0,9,2,1,0,0,7,7,8,18
축산,11,4,1,1,3,5,0,0,0,5,6,0,4,3,3,0,0,7,4,8,9
생활용품,3,5,0,1,1,0,0,0,3,1,4,0,1,6,2,0,0,8,5,3,7
음료,13,4,5,1,3,0,0,0,3,8,5,0,6,5,1,0,0,7,3,2,13
하의,3,5,0,1,1,0,0,0,2,6,6,0,5,0,1,0,0,16,5,9,6
기타디지털/가전,3,5,0,1,1,0,0,0,1,7,1,0,9,7,3,0,0,10,0,9,11
농산물,3,4,1,1,1,7,0,0,0,2,1,0,2,6,2,0,0,7,4,7,4
농산물,6,4,7,8,5,0,0,0,2,8,3,0,9,4,2,0,0,7,10,5,2
가공식품,3,5,0,1,3,0,0,0,9,5,4,0,3,4,3,0,0,14,3,5,18
농산물,3,4,1,1,5,0,0,0,0,3,7,0,9,2,2,0,0,9,7,0,14
농산물,8,2,9,1,1,0,0,0,0,0,3,0,8,0,2,0,0,7,11,8,19
농산물,3,2,6,2,3,0,0,0,0,2,4,0,0,4,1,0,0,7,4,7,4
농산물,3,1,1,6,8,0,0,0,0,0,8,0,4,9,2,0,0,9,7,0,14
음료,6,5,0,1,1,0,0,0,2,1,5,0,2,7,3,0,0,19,6,9,16
농산물,3,4,1,2,8,5,0,0,0,0,7,0,6,8,1,0,0,9,7,0,14
농산물,3,4,5,1,3,0,0,0,2,2,5,0,7,4,3,0,0,9,9,9,13
기타식품,27,5,0,1,1,0,0,0,3,7,3,0,5,9,3,0,0,20,3,6,9
농산물,3,1,1,6,8,0,0,0,0,2,1,0,0,8,3,0,0,9,7,0,14
농산물,3,4,4,8,0,0,0,0,4,5,7,0,4,1,1,0,0,9,8,2,13
음료,3,4,1,2,7,3,0,0,0,1,6,0,3,5,2,0,0,7,10,5,2
농산물,5,4,1,3,6,0,0,0,1,6,8,0,7,8,1,0,0,7,4,2,11
농산물,3,3,0,1,1,0,0,0,0,5,3,0,7,9,3,0,0,9,10,8,11
농산물,4,4,2,1,3,0,0,0,3,2,8,0,3,2,4,0,0,7,7,8,18
농산물,5,2,7,7,1,0,0,0,0,1,9,0,7,2,2,0,0,9,10,2,5
농산물,16,4,8,1,7,0,0,0,2,4,5,0,8,4,2,0,0,7,9,8,8
농산물,3,1,1,2,1,5,0,0,0,1,1,0,9,7,1,0,0,7,7,8,18
음료,3,4,5,8,0,0,0,0,1,4,4,0,1,4,3,0,0,7,10,5,2
농산물,4,4,8,1,2,9,0,0,0,3,1,0,9,6,1,0,0,7,4,7,4
농산물,3,3,6,1,1,0,0,0,3,8,8,0,4,2,3,0,0,7,7,8,18
농산물,3,4,7,2,9,0,0,0,2,0,9,0,5,9,4,0,0,7,7,8,18
농산물,3,4,4,7,1,0,0,0,3,3,0,0,1,9,3,0,0,9,10,1,12
클렌징,3,5,0,1,1,0,0,0,6,7,0,0,9,3,1,0,0,7,1,2,11
농산물,3,4,1,1,1,1,0,0,0,2,6,0,3,1,2,0,0,9,10,1,12
가공식품,6,5,0,1,1,0,0,0,2,6,4,0,7,8,4,0,0,14,1,3,5
농산물,4,4,1,1,7,1,0,0,0,2,6,0,4,0,1,0,0,9,9,2,12
농산물,3,1,1,2,9,0,0,0,0,1,1,0,0,1,3,0,0,9,13,5,19
농산물,3,4,8,1,2,1,0,0,1,5,9,0,4,6,3,0,0,7,6,4,17
농산물,3,5,0,1,3,0,0,0,7,4,7,0,4,3,1,0,0,16,0,5,6
모니터,3,4,1,4,8,0,0,0,5,1,0,0,3,9,1,0,0,7,8,2,17
주방용품,5,5,0,1,1,0,0,0,2,7,0,0,6,3,3,0,0,17,6,0,18
농산물,4,4,1,1,9,7,0,0,0,0,8,0,4,1,3,0,0,9,10,1,12
농산물,3,4,1,4,1,0,0,0,0,0,4,0,5,7,3,0,0,7,3,8,15
농산물,3,1,1,5,0,0,0,0,0,3,1,0,6,3,2,0,0,9,13,6,14
생활용품,3,5,0,1,1,0,0,0,2,1,3,0,4,2,2,0,0,7,8,3,8
농산물,3,1,1,3,0,5,0,0,0,1,4,0,5,7,1,0,0,9,7,0,14
농산물,3,4,1,4,6,3,0,0,0,0,5,0,5,4,4,0,0,7,14,5,14
농산물,3,4,7,1,1,1,0,0,0,8,7,0,1,7,4,0,0,7,3,5,4
농산물,3,2,6,3,2,0,0,0,0,3,3,0,3,8,2,0,0,7,7,8,18
농산물,3,2,7,2,3,0,0,0,0,9,4,0,0,2,1,0,0,9,7,0,14
주방용품,3,5,0,1,3,0,0,0,0,0,4,0,8,3,2,0,0,20,5,0,15
음료,6,2,9,1,1,0,0,0,0,1,5,0,2,3,1,0,0,7,12,0,16
카페트/러그,3,5,0,1,1,0,0,0,1,7,2,0,5,4,3,0,0,16,13,9,10
농산물,3,3,0,1,7,0,0,0,0,1,0,0,4,6,1,0,0,7,3,3,10
축산,6,2,7,1,1,0,0,0,0,0,3,0,5,6,3,0,0,7,10,2,3
농산물,3,1,1,7,4,0,0,0,0,0,7,0,9,5,4,0,0,9,7,0,14
가공식품,17,5,0,1,1,0,0,0,3,7,3,0,2,0,3,0,0,7,7,8,12
농산물,3,2,6,3,5,0,0,0,0,2,0,0,4,8,3,0,0,7,7,8,18
농산물,3,1,1,6,5,0,0,0,0,0,3,0,2,7,3,0,0,9,8,4,9
농산물,4,4,7,8,5,0,0,0,0,1,5,0,0,6,1,0,0,7,8,8,18
음료,6,4,6,1,3,0,0,0,2,8,5,0,7,8,4,0,0,7,8,6,9
농산물,3,1,1,6,8,0,0,0,0,2,3,0,6,3,3,0,0,9,10,1,12
수산,3,2,8,1,7,0,0,0,0,1,4,0,0,3,3,0,0,7,4,6,9
스킨케어,3,5,0,1,3,0,0,0,9,4,6,0,0,4,4,0,0,16,1,3,13
농산물,3,2,7,2,3,0,0,0,0,2,8,0,6,5,2,0,0,7,6,4,17
수산,12,4,5,1,4,0,0,0,2,6,5,0,5,5,4,0,0,7,7,8,16
건강용품,3,5,0,1,3,0,0,0,9,0,2,0,8,7,1,0,0,10,3,1,4
농산물,3,1,1,7,1,0,0,0,0,1,9,1,0,0,2,0,0,7,7,8,18
스킨케어,3,5,0,1,3,0,0,0,8,6,7,0,6,1,1,0,0,10,3,1,4
농산물,4,4,1,4,6,5,0,0,0,3,9,0,9,2,1,0,0,7,7,8,18
음료,5,5,0,1,1,0,0,0,1,1,2,0,1,7,3,0,0,16,2,1,9
취미용품,3,5,0,1,3,0,0,0,6,2,0,0,2,4,4,0,0,15,12,0,3
침구단품,4,5,0,1,1,0,0,0,2,6,4,0,4,8,1,0,0,13,0,3,9
농산물,3,1,1,7,1,0,0,0,0,1,3,0,4,8,1,0,0,9,10,1,12
농산물,3,4,3,7,6,0,0,0,2,8,5,0,6,3,3,0,0,9,7,0,14
농산물,6,4,1,1,1,5,0,0,0,0,1,0,6,4,2,0,0,9,17,4,10
농산물,4,1,1,7,1,0,0,0,0,1,3,0,5,5,3,0,0,9,7,0,14
농산물,6,2,9,2,0,0,0,0,1,5,5,0,6,5,4,0,0,9,14,7,10
농산물,3,1,1,4,4,0,0,0,0,1,7,0,4,9,3,0,0,7,4,7,4
농산물,3,3,0,2,3,0,0,0,0,4,5,0,2,3,2,0,0,7,7,8,18
수산,30,4,5,1,1,1,0,0,0,1,6,0,9,4,3,0,0,7,10,4,13
농산물,4,1,1,4,7,0,0,0,0,0,5,0,7,3,2,0,0,9,14,1,14
아우터,3,5,0,1,1,0,0,0,3,1,2,0,3,6,2,0,0,20,2,1,2
문구/사무용품,3,5,0,1,1,0,0,0,1,7,2,0,5,8,4,0,0,8,1,5,4
농산물,3,4,1,5,9,0,0,0,2,0,9,0,7,7,4,0,0,9,13,4,16
반려동물,6,5,0,1,1,0,0,0,3,6,5,0,0,1,4,0,0,14,3,6,12
농산물,5,4,8,7,3,0,0,0,2,1,8,0,3,6,4,0,0,9,10,3,13
농산물,4,2,8,2,3,7,0,0,0,2,0,0,7,5,4,0,0,9,15,0,11
농산물,3,3,1,1,1,0,0,0,0,3,6,0,1,4,2,0,0,7,3,6,16
문화컨텐츠,3,5,0,1,1,0,0,0,1,7,2,0,4,1,4,0,0,17,15,0,10
농산물,3,4,6,8,3,0,0,0,2,5,9,0,1,7,4,0,0,7,7,8,18
음료,4,5,0,1,3,0,0,0,8,8,6,0,6,2,3,0,0,19,6,9,16
농산물,4,4,2,7,2,0,0,0,9,6,0,0,5,9,2,0,0,9,14,9,6
농산물,3,4,7,1,1,3,0,0,7,6,3,0,7,6,3,0,0,9,10,2,5
하의,4,5,0,1,1,0,0,0,3,7,0,0,9,9,2,0,0,12,6,9,11
농산물,5,1,1,5,9,0,0,0,0,1,0,1,0,0,3,0,0,9,2,5,5
농산물,3,4,7,9,0,0,0,0,6,0,7,0,2,4,1,0,0,7,13,6,10
농산물,4,1,1,6,8,0,0,0,0,2,9,0,2,4,4,0,0,9,9,3,14
농산물,6,4,4,1,3,1,0,0,2,0,2,0,8,9,4,0,0,7,10,9,12
문구/사무용품,3,5,0,1,1,0,0,0,2,6,4,0,7,0,1,0,0,4,1,4,7
농산물,3,1,1,6,5,0,0,0,0,0,6,0,5,7,3,0,0,9,10,1,12
농산물,5,1,1,7,4,0,0,0,0,0,8,0,2,2,4,0,0,7,6,4,17
농산물,3,4,8,8,7,0,0,0,4,4,5,0,7,2,2,0,0,9,10,1,12
농산물,3,4,1,2,8,7,0,0,0,0,3,0,5,6,2,0,0,9,7,0,14
농산물,4,1,1,5,9,0,0,0,0,1,2,0,9,0,1,0,0,7,7,8,18
농산물,3,2,8,1,8,5,0,0,0,2,5,0,3,0,4,0,0,7,4,5,6
커튼/블라인드,3,5,0,1,3,0,0,0,8,2,3,0,0,1,1,0,0,16,7,0,7
수산,5,5,0,1,1,0,0,0,2,1,8,0,2,3,3,0,0,17,4,5,12
공구,4,5,0,1,1,0,0,0,3,7,4,0,2,8,3,0,0,22,8,4,10
농산물,4,4,1,1,1,3,0,0,0,3,3,0,8,4,1,0,0,7,7,8,18
농산물,3,4,7,2,9,0,0,0,0,7,3,0,8,7,4,0,0,9,7,0,14
농산물,3,4,1,2,2,0,0,0,2,6,5,0,4,8,3,0,0,9,7,0,14
음료,5,5,0,1,1,0,0,0,2,1,4,0,4,9,1,0,0,16,8,3,6
농산물,3,4,7,2,9,0,0,0,0,7,4,0,1,7,3,0,0,7,6,4,17
농산물,3,4,2,7,8,0,0,0,6,6,5,0,8,5,1,0,0,9,9,3,15
문화컨텐츠,4,5,0,1,3,0,0,0,8,6,7,0,4,6,2,0,0,17,15,0,9
농산물,4,4,2,1,3,0,0,0,3,4,5,0,0,3,3,0,0,7,1,1,14
농산물,3,4,8,1,7,0,0,0,4,9,5,0,6,1,4,0,0,7,7,8,18
농산물,4,4,6,1,7,0,0,0,2,7,9,0,2,6,4,0,0,9,14,9,6
농산물,3,3,6,1,1,0,0,0,3,5,7,0,3,9,4,0,0,9,10,6,8
냉동/간편조리식품,4,5,0,1,3,0,0,0,5,3,1,0,3,7,3,0,0,17,1,1,17
가공식품,4,2,9,1,4,0,0,0,0,1,0,0,1,4,1,0,0,7,3,3,10
농산물,4,2,8,1,8,5,0,0,0,2,1,0,0,4,2,0,0,9,10,1,12
농산물,3,4,1,1,5,0,0,0,0,2,8,0,3,2,2,0,0,9,10,1,12
농산물,5,4,2,1,3,0,0,0,2,2,8,0,3,5,2,0,0,7,3,3,10
